Gene_Symbol,Mapping_Status,Platform_Source
GENE_7023,Shared,GPL570 & GPL96
GENE_7024,Shared,GPL570 & GPL96
GENE_7025,Shared,GPL570 & GPL96
GENE_7026,Shared,GPL570 & GPL96
GENE_7027,Shared,GPL570 & GPL96
GENE_7028,Shared,GPL570 & GPL96
GENE_7029,Shared,GPL570 & GPL96
GENE_7030,Shared,GPL570 & GPL96
GENE_7031,Shared,GPL570 & GPL96
GENE_7032,Shared,GPL570 & GPL96
GENE_7033,Shared,GPL570 & GPL96
GENE_7034,Shared,GPL570 & GPL96
GENE_7035,Shared,GPL570 & GPL96
GENE_7036,Shared,GPL570 & GPL96
GENE_7037,Shared,GPL570 & GPL96
GENE_7038,Shared,GPL570 & GPL96
GENE_7039,Shared,GPL570 & GPL96
GENE_7040,Shared,GPL570 & GPL96
GENE_7041,Shared,GPL570 & GPL96
GENE_7042,Shared,GPL570 & GPL96
GENE_7043,Shared,GPL570 & GPL96
GENE_7044,Shared,GPL570 & GPL96
GENE_7045,Shared,GPL570 & GPL96
GENE_7046,Shared,GPL570 & GPL96
GENE_7047,Shared,GPL570 & GPL96
GENE_7048,Shared,GPL570 & GPL96
GENE_7049,Shared,GPL570 & GPL96
GENE_7050,Shared,GPL570 & GPL96
GENE_7051,Shared,GPL570 & GPL96
GENE_7052,Shared,GPL570 & GPL96
GENE_7053,Shared,GPL570 & GPL96
GENE_7054,Shared,GPL570 & GPL96
GENE_7055,Shared,GPL570 & GPL96
GENE_7056,Shared,GPL570 & GPL96
GENE_7057,Shared,GPL570 & GPL96
GENE_7058,Shared,GPL570 & GPL96
GENE_7059,Shared,GPL570 & GPL96
GENE_7060,Shared,GPL570 & GPL96
GENE_7061,Shared,GPL570 & GPL96
GENE_7062,Shared,GPL570 & GPL96
GENE_7063,Shared,GPL570 & GPL96
GENE_7064,Shared,GPL570 & GPL96
GENE_7065,Shared,GPL570 & GPL96
GENE_7066,Shared,GPL570 & GPL96
GENE_7067,Shared,GPL570 & GPL96
GENE_7068,Shared,GPL570 & GPL96
GENE_7069,Shared,GPL570 & GPL96
GENE_7070,Shared,GPL570 & GPL96
GENE_7071,Shared,GPL570 & GPL96
GENE_7072,Shared,GPL570 & GPL96
GENE_7073,Shared,GPL570 & GPL96
GENE_7074,Shared,GPL570 & GPL96
GENE_7075,Shared,GPL570 & GPL96
GENE_7076,Shared,GPL570 & GPL96
GENE_7077,Shared,GPL570 & GPL96
GENE_7078,Shared,GPL570 & GPL96
GENE_7079,Shared,GPL570 & GPL96
GENE_7080,Shared,GPL570 & GPL96
GENE_7081,Shared,GPL570 & GPL96
GENE_7082,Shared,GPL570 & GPL96
GENE_7083,Shared,GPL570 & GPL96
GENE_7084,Shared,GPL570 & GPL96
GENE_7085,Shared,GPL570 & GPL96
GENE_7086,Shared,GPL570 & GPL96
GENE_7087,Shared,GPL570 & GPL96
GENE_7088,Shared,GPL570 & GPL96
GENE_7089,Shared,GPL570 & GPL96
GENE_7090,Shared,GPL570 & GPL96
GENE_7091,Shared,GPL570 & GPL96
GENE_7092,Shared,GPL570 & GPL96
GENE_7093,Shared,GPL570 & GPL96
GENE_7094,Shared,GPL570 & GPL96
GENE_7095,Shared,GPL570 & GPL96
GENE_7096,Shared,GPL570 & GPL96
GENE_7097,Shared,GPL570 & GPL96
GENE_7098,Shared,GPL570 & GPL96
GENE_7099,Shared,GPL570 & GPL96
GENE_7100,Shared,GPL570 & GPL96
GENE_7101,Shared,GPL570 & GPL96
GENE_7102,Shared,GPL570 & GPL96
GENE_7103,Shared,GPL570 & GPL96
GENE_7104,Shared,GPL570 & GPL96
GENE_7105,Shared,GPL570 & GPL96
GENE_7106,Shared,GPL570 & GPL96
GENE_7107,Shared,GPL570 & GPL96
GENE_7108,Shared,GPL570 & GPL96
GENE_7109,Shared,GPL570 & GPL96
GENE_7110,Shared,GPL570 & GPL96
GENE_7111,Shared,GPL570 & GPL96
GENE_7112,Shared,GPL570 & GPL96
GENE_7113,Shared,GPL570 & GPL96
GENE_7114,Shared,GPL570 & GPL96
GENE_7115,Shared,GPL570 & GPL96
GENE_7116,Shared,GPL570 & GPL96
GENE_7117,Shared,GPL570 & GPL96
GENE_7118,Shared,GPL570 & GPL96
GENE_7119,Shared,GPL570 & GPL96
GENE_7120,Shared,GPL570 & GPL96
GENE_7121,Shared,GPL570 & GPL96
GENE_7122,Shared,GPL570 & GPL96
GENE_7123,Shared,GPL570 & GPL96
GENE_7124,Shared,GPL570 & GPL96
GENE_7125,Shared,GPL570 & GPL96
GENE_7126,Shared,GPL570 & GPL96
GENE_7127,Shared,GPL570 & GPL96
GENE_7128,Shared,GPL570 & GPL96
GENE_7129,Shared,GPL570 & GPL96
GENE_7130,Shared,GPL570 & GPL96
GENE_7131,Shared,GPL570 & GPL96
GENE_7132,Shared,GPL570 & GPL96
GENE_7133,Shared,GPL570 & GPL96
GENE_7134,Shared,GPL570 & GPL96
GENE_7135,Shared,GPL570 & GPL96
GENE_7136,Shared,GPL570 & GPL96
GENE_7137,Shared,GPL570 & GPL96
GENE_7138,Shared,GPL570 & GPL96
GENE_7139,Shared,GPL570 & GPL96
GENE_7140,Shared,GPL570 & GPL96
GENE_7141,Shared,GPL570 & GPL96
GENE_7142,Shared,GPL570 & GPL96
GENE_7143,Shared,GPL570 & GPL96
GENE_7144,Shared,GPL570 & GPL96
GENE_7145,Shared,GPL570 & GPL96
GENE_7146,Shared,GPL570 & GPL96
GENE_7147,Shared,GPL570 & GPL96
GENE_7148,Shared,GPL570 & GPL96
GENE_7149,Shared,GPL570 & GPL96
GENE_7150,Shared,GPL570 & GPL96
GENE_7151,Shared,GPL570 & GPL96
GENE_7152,Shared,GPL570 & GPL96
GENE_7153,Shared,GPL570 & GPL96
GENE_7154,Shared,GPL570 & GPL96
GENE_7155,Shared,GPL570 & GPL96
GENE_7156,Shared,GPL570 & GPL96
GENE_7157,Shared,GPL570 & GPL96
GENE_7158,Shared,GPL570 & GPL96
GENE_7159,Shared,GPL570 & GPL96
GENE_7160,Shared,GPL570 & GPL96
GENE_7161,Shared,GPL570 & GPL96
GENE_7162,Shared,GPL570 & GPL96
GENE_7163,Shared,GPL570 & GPL96
GENE_7164,Shared,GPL570 & GPL96
GENE_7165,Shared,GPL570 & GPL96
GENE_7166,Shared,GPL570 & GPL96
GENE_7167,Shared,GPL570 & GPL96
GENE_7168,Shared,GPL570 & GPL96
GENE_7169,Shared,GPL570 & GPL96
GENE_7170,Shared,GPL570 & GPL96
GENE_7171,Shared,GPL570 & GPL96
GENE_7172,Shared,GPL570 & GPL96
GENE_7173,Shared,GPL570 & GPL96
GENE_7174,Shared,GPL570 & GPL96
GENE_7175,Shared,GPL570 & GPL96
GENE_7176,Shared,GPL570 & GPL96
GENE_7177,Shared,GPL570 & GPL96
GENE_7178,Shared,GPL570 & GPL96
GENE_7179,Shared,GPL570 & GPL96
GENE_7180,Shared,GPL570 & GPL96
GENE_7181,Shared,GPL570 & GPL96
GENE_7182,Shared,GPL570 & GPL96
GENE_7183,Shared,GPL570 & GPL96
GENE_7184,Shared,GPL570 & GPL96
GENE_7185,Shared,GPL570 & GPL96
GENE_7186,Shared,GPL570 & GPL96
GENE_7187,Shared,GPL570 & GPL96
GENE_7188,Shared,GPL570 & GPL96
GENE_7189,Shared,GPL570 & GPL96
GENE_7190,Shared,GPL570 & GPL96
GENE_7191,Shared,GPL570 & GPL96
GENE_7192,Shared,GPL570 & GPL96
GENE_7193,Shared,GPL570 & GPL96
GENE_7194,Shared,GPL570 & GPL96
GENE_7195,Shared,GPL570 & GPL96
GENE_7196,Shared,GPL570 & GPL96
GENE_7197,Shared,GPL570 & GPL96
GENE_7198,Shared,GPL570 & GPL96
GENE_7199,Shared,GPL570 & GPL96
GENE_7200,Shared,GPL570 & GPL96
GENE_7201,Shared,GPL570 & GPL96
GENE_7202,Shared,GPL570 & GPL96
GENE_7203,Shared,GPL570 & GPL96
GENE_7204,Shared,GPL570 & GPL96
GENE_7205,Shared,GPL570 & GPL96
GENE_7206,Shared,GPL570 & GPL96
GENE_7207,Shared,GPL570 & GPL96
GENE_7208,Shared,GPL570 & GPL96
GENE_7209,Shared,GPL570 & GPL96
GENE_7210,Shared,GPL570 & GPL96
GENE_7211,Shared,GPL570 & GPL96
GENE_7212,Shared,GPL570 & GPL96
GENE_7213,Shared,GPL570 & GPL96
GENE_7214,Shared,GPL570 & GPL96
GENE_7215,Shared,GPL570 & GPL96
GENE_7216,Shared,GPL570 & GPL96
GENE_7217,Shared,GPL570 & GPL96
GENE_7218,Shared,GPL570 & GPL96
GENE_7219,Shared,GPL570 & GPL96
GENE_7220,Shared,GPL570 & GPL96
GENE_7221,Shared,GPL570 & GPL96
GENE_7222,Shared,GPL570 & GPL96
GENE_7223,Shared,GPL570 & GPL96
GENE_7224,Shared,GPL570 & GPL96
GENE_7225,Shared,GPL570 & GPL96
GENE_7226,Shared,GPL570 & GPL96
GENE_7227,Shared,GPL570 & GPL96
GENE_7228,Shared,GPL570 & GPL96
GENE_7229,Shared,GPL570 & GPL96
GENE_7230,Shared,GPL570 & GPL96
GENE_7231,Shared,GPL570 & GPL96
GENE_7232,Shared,GPL570 & GPL96
GENE_7233,Shared,GPL570 & GPL96
GENE_7234,Shared,GPL570 & GPL96
GENE_7235,Shared,GPL570 & GPL96
GENE_7236,Shared,GPL570 & GPL96
GENE_7237,Shared,GPL570 & GPL96
GENE_7238,Shared,GPL570 & GPL96
GENE_7239,Shared,GPL570 & GPL96
GENE_7240,Shared,GPL570 & GPL96
GENE_7241,Shared,GPL570 & GPL96
GENE_7242,Shared,GPL570 & GPL96
GENE_7243,Shared,GPL570 & GPL96
GENE_7244,Shared,GPL570 & GPL96
GENE_7245,Shared,GPL570 & GPL96
GENE_7246,Shared,GPL570 & GPL96
GENE_7247,Shared,GPL570 & GPL96
GENE_7248,Shared,GPL570 & GPL96
GENE_7249,Shared,GPL570 & GPL96
GENE_7250,Shared,GPL570 & GPL96
GENE_7251,Shared,GPL570 & GPL96
GENE_7252,Shared,GPL570 & GPL96
GENE_7253,Shared,GPL570 & GPL96
GENE_7254,Shared,GPL570 & GPL96
GENE_7255,Shared,GPL570 & GPL96
GENE_7256,Shared,GPL570 & GPL96
GENE_7257,Shared,GPL570 & GPL96
GENE_7258,Shared,GPL570 & GPL96
GENE_7259,Shared,GPL570 & GPL96
GENE_7260,Shared,GPL570 & GPL96
GENE_7261,Shared,GPL570 & GPL96
GENE_7262,Shared,GPL570 & GPL96
GENE_7263,Shared,GPL570 & GPL96
GENE_7264,Shared,GPL570 & GPL96
GENE_7265,Shared,GPL570 & GPL96
GENE_7266,Shared,GPL570 & GPL96
GENE_7267,Shared,GPL570 & GPL96
GENE_7268,Shared,GPL570 & GPL96
GENE_7269,Shared,GPL570 & GPL96
GENE_7270,Shared,GPL570 & GPL96
GENE_7271,Shared,GPL570 & GPL96
GENE_7272,Shared,GPL570 & GPL96
GENE_7273,Shared,GPL570 & GPL96
GENE_7274,Shared,GPL570 & GPL96
GENE_7275,Shared,GPL570 & GPL96
GENE_7276,Shared,GPL570 & GPL96
GENE_7277,Shared,GPL570 & GPL96
GENE_7278,Shared,GPL570 & GPL96
GENE_7279,Shared,GPL570 & GPL96
GENE_7280,Shared,GPL570 & GPL96
GENE_7281,Shared,GPL570 & GPL96
GENE_7282,Shared,GPL570 & GPL96
GENE_7283,Shared,GPL570 & GPL96
GENE_7284,Shared,GPL570 & GPL96
GENE_7285,Shared,GPL570 & GPL96
GENE_7286,Shared,GPL570 & GPL96
GENE_7287,Shared,GPL570 & GPL96
GENE_7288,Shared,GPL570 & GPL96
GENE_7289,Shared,GPL570 & GPL96
GENE_7290,Shared,GPL570 & GPL96
GENE_7291,Shared,GPL570 & GPL96
GENE_7292,Shared,GPL570 & GPL96
GENE_7293,Shared,GPL570 & GPL96
GENE_7294,Shared,GPL570 & GPL96
GENE_7295,Shared,GPL570 & GPL96
GENE_7296,Shared,GPL570 & GPL96
GENE_7297,Shared,GPL570 & GPL96
GENE_7298,Shared,GPL570 & GPL96
GENE_7299,Shared,GPL570 & GPL96
GENE_7300,Shared,GPL570 & GPL96
GENE_7301,Shared,GPL570 & GPL96
GENE_7302,Shared,GPL570 & GPL96
GENE_7303,Shared,GPL570 & GPL96
GENE_7304,Shared,GPL570 & GPL96
GENE_7305,Shared,GPL570 & GPL96
GENE_7306,Shared,GPL570 & GPL96
GENE_7307,Shared,GPL570 & GPL96
GENE_7308,Shared,GPL570 & GPL96
GENE_7309,Shared,GPL570 & GPL96
GENE_7310,Shared,GPL570 & GPL96
GENE_7311,Shared,GPL570 & GPL96
GENE_7312,Shared,GPL570 & GPL96
GENE_7313,Shared,GPL570 & GPL96
GENE_7314,Shared,GPL570 & GPL96
GENE_7315,Shared,GPL570 & GPL96
GENE_7316,Shared,GPL570 & GPL96
GENE_7317,Shared,GPL570 & GPL96
GENE_7318,Shared,GPL570 & GPL96
GENE_7319,Shared,GPL570 & GPL96
GENE_7320,Shared,GPL570 & GPL96
GENE_7321,Shared,GPL570 & GPL96
GENE_7322,Shared,GPL570 & GPL96
GENE_7323,Shared,GPL570 & GPL96
GENE_7324,Shared,GPL570 & GPL96
GENE_7325,Shared,GPL570 & GPL96
GENE_7326,Shared,GPL570 & GPL96
GENE_7327,Shared,GPL570 & GPL96
GENE_7328,Shared,GPL570 & GPL96
GENE_7329,Shared,GPL570 & GPL96
GENE_7330,Shared,GPL570 & GPL96
GENE_7331,Shared,GPL570 & GPL96
GENE_7332,Shared,GPL570 & GPL96
GENE_7333,Shared,GPL570 & GPL96
GENE_7334,Shared,GPL570 & GPL96
GENE_7335,Shared,GPL570 & GPL96
GENE_7336,Shared,GPL570 & GPL96
GENE_7337,Shared,GPL570 & GPL96
GENE_7338,Shared,GPL570 & GPL96
GENE_7339,Shared,GPL570 & GPL96
GENE_7340,Shared,GPL570 & GPL96
GENE_7341,Shared,GPL570 & GPL96
GENE_7342,Shared,GPL570 & GPL96
GENE_7343,Shared,GPL570 & GPL96
GENE_7344,Shared,GPL570 & GPL96
GENE_7345,Shared,GPL570 & GPL96
GENE_7346,Shared,GPL570 & GPL96
GENE_7347,Shared,GPL570 & GPL96
GENE_7348,Shared,GPL570 & GPL96
GENE_7349,Shared,GPL570 & GPL96
GENE_7350,Shared,GPL570 & GPL96
GENE_7351,Shared,GPL570 & GPL96
GENE_7352,Shared,GPL570 & GPL96
GENE_7353,Shared,GPL570 & GPL96
GENE_7354,Shared,GPL570 & GPL96
GENE_7355,Shared,GPL570 & GPL96
GENE_7356,Shared,GPL570 & GPL96
GENE_7357,Shared,GPL570 & GPL96
GENE_7358,Shared,GPL570 & GPL96
GENE_7359,Shared,GPL570 & GPL96
GENE_7360,Shared,GPL570 & GPL96
GENE_7361,Shared,GPL570 & GPL96
GENE_7362,Shared,GPL570 & GPL96
GENE_7363,Shared,GPL570 & GPL96
GENE_7364,Shared,GPL570 & GPL96
GENE_7365,Shared,GPL570 & GPL96
GENE_7366,Shared,GPL570 & GPL96
GENE_7367,Shared,GPL570 & GPL96
GENE_7368,Shared,GPL570 & GPL96
GENE_7369,Shared,GPL570 & GPL96
GENE_7370,Shared,GPL570 & GPL96
GENE_7371,Shared,GPL570 & GPL96
GENE_7372,Shared,GPL570 & GPL96
GENE_7373,Shared,GPL570 & GPL96
GENE_7374,Shared,GPL570 & GPL96
GENE_7375,Shared,GPL570 & GPL96
GENE_7376,Shared,GPL570 & GPL96
GENE_7377,Shared,GPL570 & GPL96
GENE_7378,Shared,GPL570 & GPL96
GENE_7379,Shared,GPL570 & GPL96
GENE_7380,Shared,GPL570 & GPL96
GENE_7381,Shared,GPL570 & GPL96
GENE_7382,Shared,GPL570 & GPL96
GENE_7383,Shared,GPL570 & GPL96
GENE_7384,Shared,GPL570 & GPL96
GENE_7385,Shared,GPL570 & GPL96
GENE_7386,Shared,GPL570 & GPL96
GENE_7387,Shared,GPL570 & GPL96
GENE_7388,Shared,GPL570 & GPL96
GENE_7389,Shared,GPL570 & GPL96
GENE_7390,Shared,GPL570 & GPL96
GENE_7391,Shared,GPL570 & GPL96
GENE_7392,Shared,GPL570 & GPL96
GENE_7393,Shared,GPL570 & GPL96
GENE_7394,Shared,GPL570 & GPL96
GENE_7395,Shared,GPL570 & GPL96
GENE_7396,Shared,GPL570 & GPL96
GENE_7397,Shared,GPL570 & GPL96
GENE_7398,Shared,GPL570 & GPL96
GENE_7399,Shared,GPL570 & GPL96
GENE_7400,Shared,GPL570 & GPL96
GENE_7401,Shared,GPL570 & GPL96
GENE_7402,Shared,GPL570 & GPL96
GENE_7403,Shared,GPL570 & GPL96
GENE_7404,Shared,GPL570 & GPL96
GENE_7405,Shared,GPL570 & GPL96
GENE_7406,Shared,GPL570 & GPL96
GENE_7407,Shared,GPL570 & GPL96
GENE_7408,Shared,GPL570 & GPL96
GENE_7409,Shared,GPL570 & GPL96
GENE_7410,Shared,GPL570 & GPL96
GENE_7411,Shared,GPL570 & GPL96
GENE_7412,Shared,GPL570 & GPL96
GENE_7413,Shared,GPL570 & GPL96
GENE_7414,Shared,GPL570 & GPL96
GENE_7415,Shared,GPL570 & GPL96
GENE_7416,Shared,GPL570 & GPL96
GENE_7417,Shared,GPL570 & GPL96
GENE_7418,Shared,GPL570 & GPL96
GENE_7419,Shared,GPL570 & GPL96
GENE_7420,Shared,GPL570 & GPL96
GENE_7421,Shared,GPL570 & GPL96
GENE_7422,Shared,GPL570 & GPL96
GENE_7423,Shared,GPL570 & GPL96
GENE_7424,Shared,GPL570 & GPL96
GENE_7425,Shared,GPL570 & GPL96
GENE_7426,Shared,GPL570 & GPL96
GENE_7427,Shared,GPL570 & GPL96
GENE_7428,Shared,GPL570 & GPL96
GENE_7429,Shared,GPL570 & GPL96
GENE_7430,Shared,GPL570 & GPL96
GENE_7431,Shared,GPL570 & GPL96
GENE_7432,Shared,GPL570 & GPL96
GENE_7433,Shared,GPL570 & GPL96
GENE_7434,Shared,GPL570 & GPL96
GENE_7435,Shared,GPL570 & GPL96
GENE_7436,Shared,GPL570 & GPL96
GENE_7437,Shared,GPL570 & GPL96
GENE_7438,Shared,GPL570 & GPL96
GENE_7439,Shared,GPL570 & GPL96
GENE_7440,Shared,GPL570 & GPL96
GENE_7441,Shared,GPL570 & GPL96
GENE_7442,Shared,GPL570 & GPL96
GENE_7443,Shared,GPL570 & GPL96
GENE_7444,Shared,GPL570 & GPL96
GENE_7445,Shared,GPL570 & GPL96
GENE_7446,Shared,GPL570 & GPL96
GENE_7447,Shared,GPL570 & GPL96
GENE_7448,Shared,GPL570 & GPL96
GENE_7449,Shared,GPL570 & GPL96
GENE_7450,Shared,GPL570 & GPL96
GENE_7451,Shared,GPL570 & GPL96
GENE_7452,Shared,GPL570 & GPL96
GENE_7453,Shared,GPL570 & GPL96
GENE_7454,Shared,GPL570 & GPL96
GENE_7455,Shared,GPL570 & GPL96
GENE_7456,Shared,GPL570 & GPL96
GENE_7457,Shared,GPL570 & GPL96
GENE_7458,Shared,GPL570 & GPL96
GENE_7459,Shared,GPL570 & GPL96
GENE_7460,Shared,GPL570 & GPL96
GENE_7461,Shared,GPL570 & GPL96
GENE_7462,Shared,GPL570 & GPL96
GENE_7463,Shared,GPL570 & GPL96
GENE_7464,Shared,GPL570 & GPL96
GENE_7465,Shared,GPL570 & GPL96
GENE_7466,Shared,GPL570 & GPL96
GENE_7467,Shared,GPL570 & GPL96
GENE_7468,Shared,GPL570 & GPL96
GENE_7469,Shared,GPL570 & GPL96
GENE_7470,Shared,GPL570 & GPL96
GENE_7471,Shared,GPL570 & GPL96
GENE_7472,Shared,GPL570 & GPL96
GENE_7473,Shared,GPL570 & GPL96
GENE_7474,Shared,GPL570 & GPL96
GENE_7475,Shared,GPL570 & GPL96
GENE_7476,Shared,GPL570 & GPL96
GENE_7477,Shared,GPL570 & GPL96
GENE_7478,Shared,GPL570 & GPL96
GENE_7479,Shared,GPL570 & GPL96
GENE_7480,Shared,GPL570 & GPL96
GENE_7481,Shared,GPL570 & GPL96
GENE_7482,Shared,GPL570 & GPL96
GENE_7483,Shared,GPL570 & GPL96
GENE_7484,Shared,GPL570 & GPL96
GENE_7485,Shared,GPL570 & GPL96
GENE_7486,Shared,GPL570 & GPL96
GENE_7487,Shared,GPL570 & GPL96
GENE_7488,Shared,GPL570 & GPL96
GENE_7489,Shared,GPL570 & GPL96
GENE_7490,Shared,GPL570 & GPL96
GENE_7491,Shared,GPL570 & GPL96
GENE_7492,Shared,GPL570 & GPL96
GENE_7493,Shared,GPL570 & GPL96
GENE_7494,Shared,GPL570 & GPL96
GENE_7495,Shared,GPL570 & GPL96
GENE_7496,Shared,GPL570 & GPL96
GENE_7497,Shared,GPL570 & GPL96
GENE_7498,Shared,GPL570 & GPL96
GENE_7499,Shared,GPL570 & GPL96
GENE_7500,Shared,GPL570 & GPL96
GENE_7501,Shared,GPL570 & GPL96
GENE_7502,Shared,GPL570 & GPL96
GENE_7503,Shared,GPL570 & GPL96
GENE_7504,Shared,GPL570 & GPL96
GENE_7505,Shared,GPL570 & GPL96
GENE_7506,Shared,GPL570 & GPL96
GENE_7507,Shared,GPL570 & GPL96
GENE_7508,Shared,GPL570 & GPL96
GENE_7509,Shared,GPL570 & GPL96
GENE_7510,Shared,GPL570 & GPL96
GENE_7511,Shared,GPL570 & GPL96
GENE_7512,Shared,GPL570 & GPL96
GENE_7513,Shared,GPL570 & GPL96
GENE_7514,Shared,GPL570 & GPL96
GENE_7515,Shared,GPL570 & GPL96
GENE_7516,Shared,GPL570 & GPL96
GENE_7517,Shared,GPL570 & GPL96
GENE_7518,Shared,GPL570 & GPL96
GENE_7519,Shared,GPL570 & GPL96
GENE_7520,Shared,GPL570 & GPL96
GENE_7521,Shared,GPL570 & GPL96
GENE_7522,Shared,GPL570 & GPL96
GENE_7523,Shared,GPL570 & GPL96
GENE_7524,Shared,GPL570 & GPL96
GENE_7525,Shared,GPL570 & GPL96
GENE_7526,Shared,GPL570 & GPL96
GENE_7527,Shared,GPL570 & GPL96
GENE_7528,Shared,GPL570 & GPL96
GENE_7529,Shared,GPL570 & GPL96
GENE_7530,Shared,GPL570 & GPL96
GENE_7531,Shared,GPL570 & GPL96
GENE_7532,Shared,GPL570 & GPL96
GENE_7533,Shared,GPL570 & GPL96
GENE_7534,Shared,GPL570 & GPL96
GENE_7535,Shared,GPL570 & GPL96
GENE_7536,Shared,GPL570 & GPL96
GENE_7537,Shared,GPL570 & GPL96
GENE_7538,Shared,GPL570 & GPL96
GENE_7539,Shared,GPL570 & GPL96
GENE_7540,Shared,GPL570 & GPL96
GENE_7541,Shared,GPL570 & GPL96
GENE_7542,Shared,GPL570 & GPL96
GENE_7543,Shared,GPL570 & GPL96
GENE_7544,Shared,GPL570 & GPL96
GENE_7545,Shared,GPL570 & GPL96
GENE_7546,Shared,GPL570 & GPL96
GENE_7547,Shared,GPL570 & GPL96
GENE_7548,Shared,GPL570 & GPL96
GENE_7549,Shared,GPL570 & GPL96
GENE_7550,Shared,GPL570 & GPL96
GENE_7551,Shared,GPL570 & GPL96
GENE_7552,Shared,GPL570 & GPL96
GENE_7553,Shared,GPL570 & GPL96
GENE_7554,Shared,GPL570 & GPL96
GENE_7555,Shared,GPL570 & GPL96
GENE_7556,Shared,GPL570 & GPL96
GENE_7557,Shared,GPL570 & GPL96
GENE_7558,Shared,GPL570 & GPL96
GENE_7559,Shared,GPL570 & GPL96
GENE_7560,Shared,GPL570 & GPL96
GENE_7561,Shared,GPL570 & GPL96
GENE_7562,Shared,GPL570 & GPL96
GENE_7563,Shared,GPL570 & GPL96
GENE_7564,Shared,GPL570 & GPL96
GENE_7565,Shared,GPL570 & GPL96
GENE_7566,Shared,GPL570 & GPL96
GENE_7567,Shared,GPL570 & GPL96
GENE_7568,Shared,GPL570 & GPL96
GENE_7569,Shared,GPL570 & GPL96
GENE_7570,Shared,GPL570 & GPL96
GENE_7571,Shared,GPL570 & GPL96
GENE_7572,Shared,GPL570 & GPL96
GENE_7573,Shared,GPL570 & GPL96
GENE_7574,Shared,GPL570 & GPL96
GENE_7575,Shared,GPL570 & GPL96
GENE_7576,Shared,GPL570 & GPL96
GENE_7577,Shared,GPL570 & GPL96
GENE_7578,Shared,GPL570 & GPL96
GENE_7579,Shared,GPL570 & GPL96
GENE_7580,Shared,GPL570 & GPL96
GENE_7581,Shared,GPL570 & GPL96
GENE_7582,Shared,GPL570 & GPL96
GENE_7583,Shared,GPL570 & GPL96
GENE_7584,Shared,GPL570 & GPL96
GENE_7585,Shared,GPL570 & GPL96
GENE_7586,Shared,GPL570 & GPL96
GENE_7587,Shared,GPL570 & GPL96
GENE_7588,Shared,GPL570 & GPL96
GENE_7589,Shared,GPL570 & GPL96
GENE_7590,Shared,GPL570 & GPL96
GENE_7591,Shared,GPL570 & GPL96
GENE_7592,Shared,GPL570 & GPL96
GENE_7593,Shared,GPL570 & GPL96
GENE_7594,Shared,GPL570 & GPL96
GENE_7595,Shared,GPL570 & GPL96
GENE_7596,Shared,GPL570 & GPL96
GENE_7597,Shared,GPL570 & GPL96
GENE_7598,Shared,GPL570 & GPL96
GENE_7599,Shared,GPL570 & GPL96
GENE_7600,Shared,GPL570 & GPL96
GENE_7601,Shared,GPL570 & GPL96
GENE_7602,Shared,GPL570 & GPL96
GENE_7603,Shared,GPL570 & GPL96
GENE_7604,Shared,GPL570 & GPL96
GENE_7605,Shared,GPL570 & GPL96
GENE_7606,Shared,GPL570 & GPL96
GENE_7607,Shared,GPL570 & GPL96
GENE_7608,Shared,GPL570 & GPL96
GENE_7609,Shared,GPL570 & GPL96
GENE_7610,Shared,GPL570 & GPL96
GENE_7611,Shared,GPL570 & GPL96
GENE_7612,Shared,GPL570 & GPL96
GENE_7613,Shared,GPL570 & GPL96
GENE_7614,Shared,GPL570 & GPL96
GENE_7615,Shared,GPL570 & GPL96
GENE_7616,Shared,GPL570 & GPL96
GENE_7617,Shared,GPL570 & GPL96
GENE_7618,Shared,GPL570 & GPL96
GENE_7619,Shared,GPL570 & GPL96
GENE_7620,Shared,GPL570 & GPL96
GENE_7621,Shared,GPL570 & GPL96
GENE_7622,Shared,GPL570 & GPL96
GENE_7623,Shared,GPL570 & GPL96
GENE_7624,Shared,GPL570 & GPL96
GENE_7625,Shared,GPL570 & GPL96
GENE_7626,Shared,GPL570 & GPL96
GENE_7627,Shared,GPL570 & GPL96
GENE_7628,Shared,GPL570 & GPL96
GENE_7629,Shared,GPL570 & GPL96
GENE_7630,Shared,GPL570 & GPL96
GENE_7631,Shared,GPL570 & GPL96
GENE_7632,Shared,GPL570 & GPL96
GENE_7633,Shared,GPL570 & GPL96
GENE_7634,Shared,GPL570 & GPL96
GENE_7635,Shared,GPL570 & GPL96
GENE_7636,Shared,GPL570 & GPL96
GENE_7637,Shared,GPL570 & GPL96
GENE_7638,Shared,GPL570 & GPL96
GENE_7639,Shared,GPL570 & GPL96
GENE_7640,Shared,GPL570 & GPL96
GENE_7641,Shared,GPL570 & GPL96
GENE_7642,Shared,GPL570 & GPL96
GENE_7643,Shared,GPL570 & GPL96
GENE_7644,Shared,GPL570 & GPL96
GENE_7645,Shared,GPL570 & GPL96
GENE_7646,Shared,GPL570 & GPL96
GENE_7647,Shared,GPL570 & GPL96
GENE_7648,Shared,GPL570 & GPL96
GENE_7649,Shared,GPL570 & GPL96
GENE_7650,Shared,GPL570 & GPL96
GENE_7651,Shared,GPL570 & GPL96
GENE_7652,Shared,GPL570 & GPL96
GENE_7653,Shared,GPL570 & GPL96
GENE_7654,Shared,GPL570 & GPL96
GENE_7655,Shared,GPL570 & GPL96
GENE_7656,Shared,GPL570 & GPL96
GENE_7657,Shared,GPL570 & GPL96
